Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
04/09/2018,"1 OLD FORT WOOD, KNOCKSEDAN DEMESNE, SWORDS",,Dublin,"€605,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/07/2020,"TULLYHERIM, MONAGHAN, CO MONAGHAN",,Monaghan,"€300,000.00",No,Yes,New Dwelling house /Apartment,
30/01/2020,"APT 438 BLOCK 4, BROOKFIELD HALL, CASTLETROY",,Limerick,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/07/2016,"20 YORK ST, DUNDALK, LOUTH",,Louth,"€62,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/03/2015,"GATE LODGE, EYNE SHAEN, PORTLAOISE",,Laois,"€49,500.00",No,No,Second-Hand Dwelling house /Apartment,
04/02/2021,"16 SHEEPMOOR CRESCENT, BLAKESTOWN, CLONSILLA DUBLIN 15",Dublin 15,Dublin,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/06/2013,"Moonbaun, Athenry",,Galway,"€208,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/08/2017,"52 ARDMORE DR, ARTANE, DUBLIN 5",Dublin 5,Dublin,"€342,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/03/2015,"11 Simmonscourt, Simmonscourt Road, Ballsbridge",Dublin 4,Dublin,"€1,240,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/08/2019,"Apartment 35, Ardilaun Court, Sybil Hill Road",Dublin 5,Dublin,"€484,581.00",No,Yes,New Dwelling house /Apartment,
10/08/2021,"TYMOR, THE SQUARE, BLACKROCK",,Louth,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/10/2017,"21 STONEWELL, ABBEYFARM, MITCHELSTOWN",,Cork,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/10/2013,"NOHOVAL HOUSE, Nohoval, BELGOOLY",,Cork,"€127,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/08/2018,"137 GREENWOOD EST, TOGHER, CORK",,Cork,"€301,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/07/2017,"KEELOGNASAUSE, EDGEWORTHSTOWN, COUNTY LONGFORD",,Longford,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/11/2018,"OMOORE FOREST, MOUNTMELLICK, LAOIS",,Laois,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/07/2020,"7 HILLVIEW, RATHCOOLE, DUBLIN",Dublin 24,Dublin,"€365,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/12/2016,"23 CANAL GREEN, PROSPECT WOOD, LONGFORD",,Longford,"€92,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/05/2011,"No. 18 Corraun Village, Carrownabrickna, Racecourse Road",,Roscommon,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/01/2021,"SANDYCOVE LODGE, SANDYCOVE AVENUE EAST, DUN LAOGHAIRE",,Dublin,"€2,003,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/10/2020,"CREED COTTAGE, THOMASTOWN, KILFINANE",,Limerick,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/11/2019,"149 CHERRYWOOD PARK, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"€222,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2013,"4 5 6 7 and 9, Canal Court  Deerpark, Boyle",,Roscommon,"€150,000.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
07/01/2022,"SUNVILLE, WINDSOR HILL, GLOUNTHAUNE",,Cork,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/09/2010,"73 Churchfields, Kentstown, Navan",,Meath,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2013,"1 Straffan Manor, Straffan",,Kildare,"€352,423.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
18/01/2021,"306 CARRINGTON BLOCK H, NORTHWOOD, DUBLIN 9",,Dublin,"€243,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/05/2013,"26 Bramble Lane, Limerick Road, Ennis",,Clare,"€123,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/12/2016,"37 BAYVIEW, DUNMORE EAST, WATERFORD",,Waterford,"€188,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/11/2012,"8 Stocking Wood Walk, Stocking Avenue, Rathfarnham",,Dublin,"€229,074.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
25/11/2021,"5 BEECHWOOD DR, GREYSTONES, ENNIS RD",,Limerick,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/07/2015,"TRENNAHOW, NEWMARKET ON FERGUS, CLARE",,Clare,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/07/2016,"CRANLEIGH, GLEBE LANE, WICKLOW",,Wicklow,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/10/2019,"5 THE GRANGE, JOHNSHILL, CO. WATERFORD",,Waterford,"€260,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/02/2017,"LISMEELCUNNIN, KANTURK, CORK",,Cork,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/07/2020,"2 FISHERMANS GREEN, MALAHIDE, CO. DUBLIN",,Dublin,"€216,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/11/2011,"Apartment 5, Seamount House, Sandymount",,Dublin,"€278,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/08/2012,"11  Frederick Court, Ashbourne",,Meath,"€102,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/08/2015,"21 HEALY TERRACE, BALLINA, MAYO",,Mayo,"€32,500.00",No,No,Second-Hand Dwelling house /Apartment,
08/11/2016,"8 ROCKMOUNT, PORTSALON, DONEGAL",,Donegal,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/10/2020,"14 VIRGINIA HALL, BELGARD SQ, TALLAGHT",Dublin 24,Dublin,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/10/2019,"28 THE DRIVE, STRAFFAN WOOD, MAYNOOTH",,Kildare,"€238,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/11/2011,"6 Avoca Place, Blackrock, Co. Dublin",,Dublin,"€480,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/06/2010,"15 Convent View, Ballybunion Road, Listowel",,Kerry,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/03/2021,"22 MAYWOOD LAWN, RAHENY, DUBLIN",Dublin 5,Dublin,"€650,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/02/2014,"406 EDGES 3 BEACON COURT, SANDYFORD, DUBLIN 18",,Dublin,"€162,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/07/2017,"77 RAITHIN, ASHE RD, MULLINGAR",,Westmeath,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/02/2020,"APT 64, KNOCKLYON, CLONMACKEN",,Limerick,"€143,281.25",No,No,Second-Hand Dwelling house /Apartment,
30/06/2020,"29 ASHBROOKE GROVE, MOYNEHALL, BALLINAGH RD",,Cavan,"€217,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2012,"60 Marlton Grove, Wicklow Town",,Wicklow,"€256,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2019,"MILL ST, KILMOGANNY, KILKENNY",,Kilkenny,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/10/2016,"23 GLENDOWN PARK, TEMPLEOGUE, DUBLIN 6W",,Dublin,"€570,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/06/2020,"21 WEAVERS HALL, MARKET SQ, LONGFORD",,Longford,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/11/2015,"10 GRAND CANAL COURT, RIALTO, DUBLIN 8",Dublin 8,Dublin,"€237,540.00",No,No,Second-Hand Dwelling house /Apartment,
30/04/2015,"113 EARLWOOD EST, TOGHER RD, CORK",,Cork,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/11/2016,"BEECHBROOK HOUSE, CAPPAGH, AUGHRIM",,Wicklow,"€352,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/10/2018,"25 CILL MUIRE, KENMARE, KERRY",,Kerry,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/01/2012,"APT. NO. 15 ASHBROOK, CASTLELAKE, CARRIGTWOHILL",,Cork,"€101,321.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
14/01/2020,"93 GREENVILLE PLACE, THE BLACKPITTS, DUBLIN 8",Dublin 8,Dublin,"€252,500.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2015,"APT 108, JERVIS PLACE, GREAT STRAND ST DUBLIN 1",Dublin 1,Dublin,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/09/2021,"CONNAGH, FETHARD ON SEA, NEW ROSS",,Wexford,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/03/2020,"36 BEECHWOOD, CHAPEL ROAD, KINSEALY",,Dublin,"€405,286.30",No,Yes,New Dwelling house /Apartment,
07/10/2014,"Ballyonan, Doonaghboy, Kilkee",,Clare,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/02/2021,"89 Fairfield, Dunshauglin",,Meath,"€321,585.60",No,Yes,New Dwelling house /Apartment,
19/07/2013,"28 THE WAX, DUNBOYNE CASTLE, MEATH",,Meath,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/10/2019,"62 CASTLEKNOCK PARK, CASTLEKNOCK, DUBLIN 15",Dublin 15,Dublin,"€500,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/12/2019,"13 The Close, Mount Hamilton, Dundalk",,Louth,"€214,500.00",No,Yes,New Dwelling house /Apartment,
12/03/2010,"8 Peyton Court, Stoney Road, Rathcoole  Co. Dublin",,Dublin,"€268,722.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
06/11/2015,"WILLOW COTTAGE, KILCOON, DROMAHAIRE",,Leitrim,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/04/2018,"Apartment 20  Leona Block, Honeypark, Dun Laoghaire",,Dublin,"€259,911.89",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
26/10/2011,"7 Beachside Walk, Riverchapel, Gorey",,Wexford,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2013,"56 Wyckham Place, Wyckham Way",Dublin 16,Dublin,"€287,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/12/2012,"46 St Peters Sqaure, Phibsborough, Dublin 7",Dublin 7,Dublin,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/05/2020,"38 CHURCH STREET, COOTEHILL, COUNTY CAVAN",,Cavan,"€52,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/01/2020,"APT 1, 14 AUGHRIM ST, DUBLIN 7",Dublin 7,Dublin,"€320,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/02/2010,"122 WEST AVENUE, PARKGATE  FRANKFIELD, DOUGLAS",,Cork,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/09/2014,"CORRICK, KESHCARRIGAN, LEITRIM",,Leitrim,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/09/2014,"4 MALONES TERRACE, BOAT TRENCH, ARDEE",,Louth,"€77,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/11/2021,"9 ORCHARD GROVE, NEWCASTLE, DUBLIN",Dublin 10,Dublin,"€615,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/06/2020,"2-5 10 11 14-21, THE DALE, WHITEFIELD HALL",,Meath,"€3,404,405.00",No,Yes,New Dwelling house /Apartment,
20/02/2020,"CHURCH STREET, ASKEASTON, CO LIMERICK",,Limerick,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/06/2010,"51 Redwood Heights, Hollystown, Dublin 15",Dublin 15,Dublin,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/10/2012,"Apt 301 C, Aikens Village, Sandyford",,Dublin,"€157,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/07/2019,"72 BRINDLE HILL, CHARLEVILLE, COUNTY CORK",,Cork,"€106,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/10/2011,"43 ASSUMPTION PLACE, COBH",,Cork,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/10/2019,"54 KINGSBRY, MAYNOOTH, KILDARE",,Kildare,"€274,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/01/2017,"54 ARDILEA, CASTLECOMER ROAD, KILKENNY",,Kilkenny,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/11/2012,"7 kilakee close, walkinstown",Dublin 12,Dublin,"€196,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2015,"DUGORT, ACHILL, CO MAYO",,Mayo,"€30,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/01/2015,"38 WHITETHORN CRESCENT, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/05/2019,"JOHN STREET, CASHEL, CO TIPPERARY",,Tipperary,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2018,"2 Lanesborough Close, Saint Margaret's Road, Finglas",Dublin 9,Dublin,"€330,000.00",No,Yes,New Dwelling house /Apartment,
22/02/2017,"RATHCAHILL, SHINRONE, BIRR",,Offaly,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/10/2018,"21 Dun Eimear, Castlemartin Road, Bettystown",,Meath,"€251,101.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
09/07/2018,"10 KILMORE, BAILEY VIEW, DALKEY",,Dublin,"€615,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/08/2018,"157 WOODLAWN PARK GROVE, WOODLAWN, FIRHOUSE DUBLIN 24",Dublin 24,Dublin,"€405,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2017,"GRAND LODGE, CAPPAGH, WATERFORD",,Waterford,"€138,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/02/2012,"Uisneach, Arden Road, Tullamore",,Offaly,"€140,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
09/12/2020,"22 LOCHAN, CASTLEGAR, HEADFORD",,Galway,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/11/2014,"Apartment 14B Parkside, Abbeyleix Road, Portlaoise",,Laois,"€44,052.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/09/2018,"42 RUSHBROOKE MANOR, RUSHBROOKE, COBH",,Cork,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/08/2011,"Cottage @ Slate Row, Hacketsown",,Carlow,"€71,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/02/2020,"44 NUTLEY PARK, DONNYBROOK, DUBLIN 4",Dublin 4,Dublin,"€1,280,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/07/2015,"ORCHARD VIEW, BALLINGRANE, ASKEATON",,Limerick,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/06/2013,"4 Sleepy Hollow, Kinsealy Lane, Malahide",,Dublin,"€286,344.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/09/2014,"76 CLONARD, WESTBURY, CLARE",,Clare,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/10/2015,"5 Elder Heath Avenue, Kiltipper Road, Tallaght",Dublin 24,Dublin,"€244,493.93",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
20/01/2011,"The Derries, Bonavalley, Athlone",,Westmeath,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/05/2014,"9 COIS COILLE, LOWER WOODHILL, TIVOLI",,Cork,"€181,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2019,"APT 11 BLOCK D, THE WATERWAYS, SALLINS",,Kildare,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/10/2021,"35 RIVERWALK, MAIN ST, CASTLEREA",,Roscommon,"€57,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/01/2021,"3 BELVEDERE ROAD, DUBLIN 1",,Dublin,"€605,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/07/2017,"17 HARBOUR COURT, ARKLOW, CO WICKLOW",,Wicklow,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/11/2018,"9 AN TOILEANN, VALENCIA ISLAND, KERRY",,Kerry,"€95,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
08/09/2021,"TEELING STREET, TUBBERCURRY, SLIGO",,Sligo,"€66,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/11/2011,"Croaghross, Portsalon",,Donegal,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/12/2019,"1 Convent Mews, Blackrock Villas  Eden, Blackrock",,Cork,"€343,612.33",No,Yes,New Dwelling house /Apartment,
16/07/2020,"38 RENMORE ROAD, CO GALWAY",,Galway,"€418,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/03/2019,"SMITHSTOWN, DUNSHAUGHLIN, MEATH",,Meath,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/03/2014,"23 THE LAURELS, TERENURE RD WEST, DUBLIN 6",,Dublin,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/08/2019,"3 ORANHILL DR, ORANMORE, GALWAY",,Galway,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/08/2017,"KNOCKNACREE (HEARTHILL), BALLYDUFF, TRALEE",,Kerry,"€163,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/11/2021,"28 PARKSIDE COURT, PARKSIDE, MALAHIDE ROAD",Dublin 13,Dublin,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/10/2017,"41 MAPLE COURT, BAILIEBOROUGH, CO CAVAN",,Cavan,"€67,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/11/2018,"APT 3, 146A AULDEN GRANGE, SANTRY DUBLIN 9",Dublin 17,Dublin,"€227,500.00",No,No,Second-Hand Dwelling house /Apartment,
11/02/2013,"Graiguenoe, Holycross, Thurles",,Tipperary,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/06/2017,"APT 1, 44 PHILIPSBURGH AVE, FAIRVIEW DUBLIN 3",Dublin 3,Dublin,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/06/2017,"27 THE TURNPIKE, SANTRY CROSS, SANTRY DUBLIN 9",Dublin 9,Dublin,"€93,568.31",No,No,Second-Hand Dwelling house /Apartment,
26/10/2016,"11 ST PATRICKS AVENUE, CARLOW, COUNTY CARLOW",,Carlow,"€123,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/08/2019,"STRAND RD, ANNAGASSAN, DUNLEER",,Louth,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/08/2010,"No. 1 Clarkeville, Mullagh",,Cavan,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/10/2016,"20 ARD BREEDA, LOUGHREA, CO GALWAY",,Galway,"€167,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2016,"83 WESTLAND SQ, SANDWITH ST, DUBLIN 2",Dublin 2,Dublin,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2018,"GORMANSTOWN, BULGADEN, KILMALLOCK",,Limerick,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2018,"APT 8, THE ROOKERY, THE COTSWOLDS",,Cork,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/09/2011,"45 Cedar Vale, Athlumney Wood, Navan",,Meath,"€149,950.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
06/02/2020,"8 ST MARYS TERRACE, CAPPAMORE, LIMERICK",,Limerick,"€65,500.00",No,No,Second-Hand Dwelling house /Apartment,
14/02/2020,"FORRAMOYLE EAST, BARNA, GALWAY",,Galway,"€670,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/10/2021,"4 DRUMELIS, CAVAN",,Cavan,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/01/2015,"115 CASTLE HEATH, SWORDS RD, MALAHIDE",,Dublin,"€265,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
15/11/2017,"APT 10 GLOUCESTER SQUARE, RAILWAY STREET, DUBLIN 1",Dublin 1,Dublin,"€212,074.50",No,No,Second-Hand Dwelling house /Apartment,
07/10/2016,"20 SHANNON GROVE, CARRICK-ON-SHANNON, CO. LEITRIM",,Leitrim,"€87,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/08/2015,"30 An Faill, Cul Ard, Carrigtwohill",,Cork,"€231,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/07/2016,"44 The Green, Clonattin Village, Gorey",,Wexford,"€59,800.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
12/12/2012,"Lumville Lodge, The Curragh",,Kildare,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/11/2018,"TANYARD HOUSE, RACK HILL, CARRICK ON SUIR",,Tipperary,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/06/2021,"CORBALLY, TULSK, CO ROSCOMMON",,Roscommon,"€35,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/05/2013,"49  Leeson Park, Dublin 6",Dublin 6,Dublin,"€1,950,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/07/2019,"75 Milford Park, Milford",,Carlow,"€263,436.00",No,Yes,New Dwelling house /Apartment,
14/01/2016,"18 THE COPSE, MILLERSBROOK, NENAGH",,Tipperary,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/06/2014,"10 THE PROMENADE, KELLYS BAY, SKERRIES",,Dublin,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/07/2016,"176 CHERRY ORCHARD AVE, BALLYFERMOT, DUBLIN 10",Dublin 10,Dublin,"€153,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/02/2021,"DEERPARK, MANORHAMILTON, COUNTY LEITRIM",,Leitrim,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/09/2014,"4 ARDNACASSA AVE, BALLINALEE RD, LONGFORD",,Longford,"€73,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/09/2021,"RYEHILL DEMSNE, MONIVEA, GALWAY",,Galway,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/04/2016,"38 MELVILLE TERRACE, MEAKSTOWN, FINGLAS",Dublin 11,Dublin,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/05/2011,"Tawnagh West, Kinvara",,Galway,"€316,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/03/2019,"APT 11, NORTHUMBERLAND COURT, HADDINGTON RD DUBLIN 4",Dublin 4,Dublin,"€525,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/11/2013,"Apartment 30C, Barna Village Centre, Barna",,Galway,"€170,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
09/12/2020,"APT 21, THE LAWNS, ABBEYLANDS",,Kildare,"€187,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/06/2015,"12 DUNKELLIN COURT, MAREE RD, ORANMORE",,Galway,"€116,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/08/2011,"130 Sycamore Avenue, Rathbane, Limerick",,Limerick,"€86,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/11/2014,"Dalkey Manor & Dalkey Lodge, Barnhill Road, Dalkey",,Dublin,"€5,000,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/09/2018,"4 Mount View, Hale St., Ardee",,Louth,"€70,485.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/12/2016,"1 DEMESNE, CLOYNE, CO. CORK",,Cork,"€320,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/01/2012,"Marameelan, Dungloe",,Donegal,"€10,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2019,"24A GLENPARK CLOSE, PALMERSTOWN, DUBLIN 20",,Dublin,"€490,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/11/2010,"No. 2 Riverview, Cappanilly  Borrisoleigh, Thurles",,Tipperary,"€95,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
15/01/2010,"The Quay, Kinvara",,Galway,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2017,"42 OAKWOOD, GOREY, CO WEXFORD",,Wexford,"€220,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
19/07/2017,"12 MILLSTREAM COURT, ENNIS, CO CLARE",,Clare,"€76,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/04/2010,"130 GRIANAN FIDH, AIKENS VILLAGE, SANDYFORD",,Dublin,"€287,500.00",No,No,Second-Hand Dwelling house /Apartment,
14/08/2015,"19 CARBERRY HOUSE, ARDRI, DUBLIN RD",,Westmeath,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/07/2018,"APT 28 THE MALTINGS, BONHAM ST, DUBLIN 2",Dublin 8,Dublin,"€111,471.17",Yes,No,Second-Hand Dwelling house /Apartment,
17/12/2020,"21 GLEANN DARA GREEN, GRENAGH, CORK",,Cork,"€219,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/05/2017,"49 DRYNAM CRESCENT, DRYNAM HALL, KINSEALY",,Dublin,"€227,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2018,"7 MAPLE DR, CASTLEKNOCK, DUBLIN",Dublin 15,Dublin,"€365,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/11/2014,"50 GATEWAY CRESCENT, BALLYMUN, DUBLIN 11",Dublin 11,Dublin,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/11/2015,"13 Maple Lodge, Farmleigh Woods, Castleknock",,Dublin,"€171,263.00",No,No,Second-Hand Dwelling house /Apartment,
08/03/2016,"21 Dun Ri, Bunratty",,Clare,"€29,074.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
21/12/2017,"Apt. 28 Canal Bank Walk, Castleforde, Ballyconnell",,Cavan,"€70,484.59",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/06/2021,"52 VIEWMOUNT PARK, DUNMORE EST RD, WATERFORD",,Waterford,"€216,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/05/2021,"3 SUGARLOAF CRESCENT, BRAY, CO WICKLOW",,Wicklow,"€338,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/03/2016,"WHITE HOUSE, ANNAMOE, PORTARLINGTON",,Laois,"€186,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/10/2012,"533 Collins Avenue, Whitehalll",,Dublin,"€197,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2013,"32 OCEAN DRIVE, ORANMORE, CO GALWAY",,Galway,"€411,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/09/2011,"14A Crescent Place, Clontarf, Dublin",,Dublin,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
