Date_of_Sale,Postal_Code,County,Price_€_VAT_incl,Description_of_Property,Property_Size_Description,Month_of_Sale,Quarter_of_Sale
2015-12-11,unknown,Kildare,168000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2016-12-12,unknown,Cork,219999.0,New Dwelling house /Apartment,38 - 125,December,4
2012-11-02,unknown,Dublin,184000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2017-10-20,dublin 12,Dublin,165000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2015-10-12,unknown,Tipperary,60000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2018-03-21,unknown,Meath,260000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2014-05-01,unknown,Galway,125000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2014-12-23,dublin 22,Dublin,78000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2021-12-01,unknown,Galway,280000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2021-02-26,unknown,Cork,185000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2019-11-27,unknown,Sligo,120000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2021-04-06,dublin 6,Dublin,590000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2018-11-06,dublin 3,Dublin,1390400.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2015-09-23,unknown,Tipperary,100000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2015-07-02,unknown,Limerick,50000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2014-10-06,dublin 11,Dublin,194086.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2018-06-18,unknown,Wexford,117000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2019-12-18,unknown,Kildare,350000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2016-06-03,unknown,Kildare,190000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2011-06-08,unknown,Wicklow,225000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2016-07-05,dublin 7,Dublin,207000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2021-08-17,dublin 16,Dublin,350000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2019-11-15,unknown,Kildare,360000.0,New Dwelling house /Apartment,unknown,November,4
2019-08-20,dublin 9,Dublin,245000.0,New Dwelling house /Apartment,unknown,August,3
2017-08-22,unknown,Wicklow,389000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2020-12-02,unknown,Wicklow,305000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2019-02-20,unknown,Kildare,195000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2013-03-01,unknown,Donegal,100000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2016-08-15,dublin 18,Dublin,179000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2010-03-04,dublin 8,Dublin,60000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2016-07-29,dublin 4,Dublin,936375.0,New Dwelling house /Apartment,38 - 125,July,3
2021-02-26,unknown,Meath,200000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2017-06-07,dublin 8,Dublin,350000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2012-09-28,unknown,Cork,150000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2010-04-23,unknown,Dublin,980000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2017-05-31,unknown,Tipperary,75000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2015-12-17,unknown,Donegal,110000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2015-07-13,unknown,Dublin,397250.0,New Dwelling house /Apartment,38 - 125,July,3
2017-12-01,unknown,Kildare,385000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2020-12-11,unknown,Clare,225000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2013-11-22,dublin 16,Dublin,272500.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2012-04-23,unknown,Tipperary,82500.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2016-07-07,dublin 12,Dublin,525000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2018-03-23,dublin 18,Dublin,385000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2014-11-27,dublin 11,Dublin,505000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2016-01-29,unknown,Cork,108000.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2021-07-21,unknown,Wexford,198000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2016-03-14,dublin 11,Dublin,220000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2010-06-21,dublin 1,Dublin,100000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2019-02-26,unknown,Dublin,495000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2021-11-01,dublin 16,Dublin,330000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2018-12-13,unknown,Donegal,90000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2020-09-08,unknown,Limerick,195000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2010-02-25,unknown,Limerick,125000.0,New Dwelling house /Apartment,38 - 125,February,1
2014-12-16,unknown,Kildare,260000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2015-08-04,dublin 10,Dublin,165000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2018-07-06,dublin 22,Dublin,352418.0,New Dwelling house /Apartment,38 - 125,July,3
2020-10-27,unknown,Carlow,260000.0,New Dwelling house /Apartment,unknown,October,4
2014-10-13,unknown,Wicklow,427000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2013-12-17,unknown,Cork,190000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2016-03-31,unknown,Dublin,447500.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2018-02-14,dublin 6,Dublin,567500.0,New Dwelling house /Apartment,38 - 125,February,1
2012-02-15,unknown,Wexford,215000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2014-01-23,dublin 6,Dublin,395000.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2019-07-24,dublin 24,Dublin,330000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2016-02-05,dublin 13,Dublin,244000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2019-01-16,unknown,Wexford,249950.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2020-12-18,unknown,Cavan,248168.0,New Dwelling house /Apartment,unknown,December,4
2015-10-12,unknown,Cork,105000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2015-10-15,unknown,Kildare,253000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2020-05-29,unknown,Meath,242000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2017-12-01,dublin 11,Dublin,165500.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2010-07-29,unknown,Wicklow,910000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2015-05-22,dublin 6,Dublin,360000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2013-07-11,unknown,Cork,265000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2018-12-17,unknown,Dublin,269999.0,New Dwelling house /Apartment,unknown,December,4
2012-08-23,dublin 8,Dublin,113000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2016-02-03,unknown,Wicklow,199500.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2019-10-03,unknown,Galway,275075.0,New Dwelling house /Apartment,unknown,October,4
2020-08-27,unknown,Wicklow,253300.0,New Dwelling house /Apartment,unknown,August,3
2016-11-10,dublin 15,Dublin,222000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2010-11-11,unknown,Wicklow,640000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2016-04-27,dublin 2,Dublin,56750.0,New Dwelling house /Apartment,< 38,April,2
2020-09-28,unknown,Dublin,282000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2014-09-24,unknown,Mayo,41500.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2011-09-12,unknown,Kilkenny,147500.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2019-04-24,dublin 17,Dublin,346000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2019-10-25,unknown,Galway,374999.0,New Dwelling house /Apartment,unknown,October,4
2015-07-03,unknown,Cork,360000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2016-07-11,unknown,Dublin,249000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2016-06-07,dublin 24,Dublin,168500.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2021-12-08,unknown,Dublin,670000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2015-03-10,dublin 11,Dublin,151000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2019-08-30,unknown,Limerick,97500.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2011-02-07,unknown,Kerry,90000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2014-09-05,unknown,Limerick,150000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2019-06-25,unknown,Cork,270000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2011-02-24,unknown,Kildare,377000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2015-06-11,unknown,Cork,174000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2017-10-11,dublin 17,Dublin,210000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2016-07-18,dublin 16,Dublin,365000.0,New Dwelling house /Apartment,38 - 125,July,3
2016-01-18,dublin 18,Dublin,235000.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2018-11-19,unknown,Cork,330000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2010-06-04,dublin 3,Dublin,1390400.0,New Dwelling house /Apartment,>= 125,June,2
2018-12-13,unknown,Kildare,350000.0,New Dwelling house /Apartment,unknown,December,4
2013-08-23,unknown,Galway,25000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2017-02-17,unknown,Louth,167000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2016-04-11,dublin 11,Dublin,325000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2011-01-07,unknown,Waterford,260500.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2017-08-04,unknown,Limerick,100000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2018-11-28,unknown,Cork,250000.0,New Dwelling house /Apartment,38 - 125,November,4
2018-01-29,unknown,Kilkenny,136000.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2019-05-22,dublin 18,Dublin,340000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2015-11-26,unknown,Dublin,304950.0,New Dwelling house /Apartment,38 - 125,November,4
2013-04-26,unknown,Dublin,106000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2018-03-27,dublin 9,Dublin,230000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2014-10-07,dublin 18,Dublin,393539.0,New Dwelling house /Apartment,38 - 125,October,4
2017-07-04,unknown,Mayo,76045.0,New Dwelling house /Apartment,>= 125,July,3
2021-11-23,unknown,Cork,490000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2018-04-13,dublin 22,Dublin,222500.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2015-06-25,unknown,Waterford,87990.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2018-01-24,unknown,Kildare,475001.0,New Dwelling house /Apartment,38 - 125,January,1
2018-09-06,unknown,Dublin,365000.0,New Dwelling house /Apartment,>= 125,September,3
2020-05-26,dublin 16,Dublin,480000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2020-08-11,unknown,Clare,83500.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2019-07-30,unknown,Cork,135000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2020-07-31,unknown,Clare,62000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2018-12-13,unknown,Cavan,85000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2015-07-24,unknown,Kildare,117000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2017-10-19,unknown,Cork,253330.0,New Dwelling house /Apartment,38 - 125,October,4
2018-08-02,unknown,Westmeath,210000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2019-07-31,unknown,Galway,117000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2021-05-12,unknown,Waterford,155000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2018-09-21,unknown,Dublin,199950.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2012-12-20,unknown,Cork,141875.0,New Dwelling house /Apartment,>= 125,December,4
2017-03-31,unknown,Longford,46000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2012-04-16,unknown,Carlow,185000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2018-05-10,dublin 9,Dublin,440000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2012-08-28,unknown,Dublin,340000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2012-11-23,unknown,Wexford,50000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2010-03-25,unknown,Meath,165000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2012-04-02,unknown,Cork,340000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2018-11-19,dublin 13,Dublin,390000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2016-05-06,unknown,Laois,177000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2015-11-27,unknown,Offaly,140000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2016-02-17,unknown,Cork,40000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2019-08-15,dublin 9,Dublin,816000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2014-10-10,dublin 3,Dublin,276500.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2019-10-08,unknown,Laois,260000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2017-12-12,unknown,Dublin,295000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2018-12-21,unknown,Limerick,187500.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2017-03-02,unknown,Dublin,332500.0,New Dwelling house /Apartment,38 - 125,March,1
2015-10-22,unknown,Donegal,75000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2017-12-21,unknown,Donegal,290000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2014-07-09,unknown,Louth,207500.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2011-09-06,unknown,Dublin,1200000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2019-11-29,unknown,Cork,255000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2012-12-20,unknown,Dublin,281500.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2021-10-15,dublin 12,Dublin,816000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2016-09-27,unknown,Meath,185000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2013-07-29,unknown,Cork,100500.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2016-09-29,dublin 11,Dublin,114545.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2019-03-14,unknown,Wicklow,387500.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2016-06-03,dublin 18,Dublin,245000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2011-05-26,dublin 15,Dublin,310000.0,New Dwelling house /Apartment,38 - 125,May,2
2014-01-30,unknown,Wicklow,50000.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2016-07-05,dublin 12,Dublin,226000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2018-04-26,unknown,Carlow,190000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
2012-07-27,unknown,Dublin,173000.0,New Dwelling house /Apartment,38 - 125,July,3
2019-10-02,dublin 7,Dublin,605000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2018-08-17,unknown,Dublin,378855.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2019-03-01,unknown,Meath,320000.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2015-10-29,unknown,Wicklow,425000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2021-02-01,unknown,Kilkenny,220000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2015-02-10,unknown,Kildare,128000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2020-08-07,unknown,Dublin,450000.0,Second-Hand Dwelling house /Apartment,unknown,August,3
2019-07-26,dublin 11,Dublin,238000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2020-12-02,unknown,Limerick,197000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2019-01-09,unknown,Wicklow,372000.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2015-10-21,dublin 18,Dublin,1066900.0,New Dwelling house /Apartment,>= 125,October,4
2017-12-18,unknown,Clare,320000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2018-07-30,unknown,Kerry,222000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2014-09-18,unknown,Kildare,425000.0,Second-Hand Dwelling house /Apartment,unknown,September,3
2012-12-21,unknown,Dublin,213500.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2013-10-15,unknown,Clare,72000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2016-05-20,unknown,Cork,320000.0,New Dwelling house /Apartment,>= 125,May,2
2021-12-03,unknown,Sligo,312125.0,New Dwelling house /Apartment,unknown,December,4
2014-12-30,dublin 3,Dublin,1151010.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2020-01-16,unknown,Cork,200000.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2011-07-29,unknown,Dublin,280000.0,Second-Hand Dwelling house /Apartment,unknown,July,3
2012-12-05,unknown,Kerry,300000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2021-03-26,unknown,Mayo,147500.0,Second-Hand Dwelling house /Apartment,unknown,March,1
2021-01-22,unknown,Limerick,160000.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2021-12-21,unknown,Meath,404000.0,Second-Hand Dwelling house /Apartment,unknown,December,4
2017-11-03,unknown,Sligo,210000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2010-08-13,unknown,Dublin,295100.0,New Dwelling house /Apartment,38 - 125,August,3
2015-01-30,unknown,Limerick,91500.0,Second-Hand Dwelling house /Apartment,unknown,January,1
2014-06-06,unknown,Kildare,130000.0,Second-Hand Dwelling house /Apartment,unknown,June,2
2015-11-12,unknown,Cork,190000.0,Second-Hand Dwelling house /Apartment,unknown,November,4
2017-02-23,unknown,Dublin,440000.0,Second-Hand Dwelling house /Apartment,unknown,February,1
2014-05-06,unknown,Kildare,145000.0,Second-Hand Dwelling house /Apartment,unknown,May,2
2021-12-21,unknown,Louth,278712.0,New Dwelling house /Apartment,unknown,December,4
2011-10-07,unknown,Cork,190000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2014-10-17,dublin 3,Dublin,680000.0,Second-Hand Dwelling house /Apartment,unknown,October,4
2018-04-11,unknown,Mayo,95000.0,Second-Hand Dwelling house /Apartment,unknown,April,2
